Date,Temperature_C,pH,CO2_Injectionsper10min,RelativeDensity,LightIntensity,TankVolume,TotalNutrients_mLper10min,TopLeftNutr_Multiplier,LowerLeftNutr_Multiplier,RightNutr_Multiplier,Growth_Rate
12/10/2021 08:38,25.38016,8.499009,4.277807,0.1941295,10,1023,0,1,1,1,0.006643729
12/10/2021 08:39,25.4049,8.493669,4.27914,0.1941912,10,1023,0,1,1,1,0.006671397
12/10/2021 08:40,25.40705,8.498368,4.280452,0.1942752,10,1023,0,1,1,1,0.006671397
12/10/2021 08:41,25.28122,8.50136,4.281745,0.1944406,10,1022,0,1,1,1,0.006671397
12/10/2021 08:42,25.38231,8.496018,4.281519,0.194563,10,1023,0,1,1,1,0.006698768
12/10/2021 08:43,25.39091,8.500077,4.280797,0.1947601,10,1022,0,1,1,1,0.006698768
12/10/2021 08:44,25.39199,8.48854,4.280085,0.1949285,10,1021,0,1,1,1,0.006698768
12/10/2021 08:45,25.38016,8.493028,4.279883,0.1951275,10,1022,0,1,1,1,0.00672451
12/10/2021 08:46,25.4049,8.492599,4.280185,0.1953055,10,1023,0,1,1,1,0.00672451
12/10/2021 08:47,25.39737,8.497514,4.279482,0.1955918,10,1021,0,1,1,1,0.00672451
12/10/2021 08:48,25.41243,8.49965,4.27879,0.1957848,10,1022,0,1,1,1,0.006752726
12/10/2021 08:49,25.39845,8.4973,4.278108,0.195956,10,1021,0,1,1,1,0.006752726
12/10/2021 08:50,25.41996,8.497941,4.277436,0.1960747,10,1022,0,1,1,1,0.006752726
12/10/2021 08:51,25.2952,8.501574,4.276275,0.1961429,10,1022,0,1,1,1,0.006782227
12/10/2021 08:52,25.43932,8.490676,4.276131,0.1961249,10,1022,0,1,1,1,0.006782227
12/10/2021 08:53,25.44147,8.496446,4.276989,0.1961961,10,1021,0,1,1,1,0.006782227
12/10/2021 08:54,25.40382,8.497087,4.277334,0.1962441,10,1021,0,1,1,1,0.006808349
12/10/2021 08:55,25.42534,8.50136,4.276674,0.196249,10,1022,0,1,1,1,0.006808349
12/10/2021 08:56,25.43502,8.484908,4.275524,0.196281,10,1021,0,1,1,1,0.006808349
12/10/2021 08:57,25.43072,8.488326,4.275391,0.1963836,10,1022,0,1,1,1,0.006832207
12/10/2021 08:58,25.43072,8.494309,4.27526,0.1964341,10,1021,0,1,1,1,0.006832207
12/10/2021 08:59,25.41673,8.498582,4.275131,0.1965571,10,1022,0,1,1,1,0.006832207
12/10/2021 09:00,25.42211,8.501146,4.274504,0.1967007,10,1022,0,1,1,1,0.006856936
12/10/2021 09:01,25.40812,8.495378,4.274386,0.1968667,10,1022,0,1,1,1,0.006856936
12/10/2021 09:02,25.26294,8.500718,4.272771,0.1969716,10,1022,0,1,1,1,0.006856936
12/10/2021 09:03,25.45438,8.490249,4.270179,0.1970677,10,1024,0,1,1,1,0.006882628
12/10/2021 09:04,25.41996,8.4973,4.267627,0.1971109,10,1022,0,1,1,1,0.006882628
12/10/2021 09:05,25.45115,8.497087,4.265112,0.1971524,10,1021,0,1,1,1,0.006882628
12/10/2021 09:06,25.42319,8.496018,4.262636,0.1971572,10,1022,0,1,1,1,0.006906669
12/10/2021 09:07,25.42856,8.502428,4.259196,0.1971831,10,1024,0,1,1,1,0.006906669
12/10/2021 09:08,25.41781,8.487899,4.256308,0.1972064,10,1022,0,1,1,1,0.006906669
12/10/2021 09:09,25.44147,8.49089,4.254464,0.1973172,10,1022,0,1,1,1,0.006925453
12/10/2021 09:10,25.45331,8.493882,4.253147,0.1974194,10,1023,0,1,1,1,0.006925453
12/10/2021 09:11,25.43394,8.496232,4.25185,0.1975815,10,1022,0,1,1,1,0.006925453
12/10/2021 09:12,25.47697,8.49965,4.251072,0.1977419,10,1022,0,1,1,1,0.006945257
12/10/2021 09:13,25.44685,8.495378,4.250306,0.1979332,10,1023,0,1,1,1,0.006945257
12/10/2021 09:14,25.4447,8.493669,4.250051,0.1980573,10,1024,0,1,1,1,0.006945257
12/10/2021 09:15,25.47913,8.496659,4.2498,0.198184,10,1023,0,1,1,1,0.006963585
12/10/2021 09:16,25.45654,8.496659,4.249053,0.1982328,10,1022,0,1,1,1,0.006963585
12/10/2021 09:17,25.45438,8.492172,4.248817,0.1983023,10,1021,0,1,1,1,0.006963585
12/10/2021 09:18,25.449,8.495805,4.248585,0.1983395,10,1022,0,1,1,1,0.006979145
12/10/2021 09:19,25.48666,8.498796,4.247857,0.1983747,10,1024,0,1,1,1,0.006979145
12/10/2021 09:20,25.46514,8.491103,4.246639,0.1983864,10,1022,0,1,1,1,0.006979145
12/10/2021 09:21,25.45654,8.491317,4.245939,0.1984518,10,1022,0,1,1,1,0.00699366
12/10/2021 09:22,25.46514,8.496232,4.24525,0.1985342,10,1022,0,1,1,1,0.00699366
12/10/2021 09:23,25.47698,8.498796,4.244572,0.1986234,10,1023,0,1,1,1,0.00699366
12/10/2021 09:24,25.45223,8.492172,4.243403,0.198687,10,1023,0,1,1,1,0.007009148
12/10/2021 09:25,25.46084,8.496873,4.242752,0.1987617,10,1022,0,1,1,1,0.007009148
12/10/2021 09:26,25.44578,8.500291,4.242111,0.1988206,10,1021,0,1,1,1,0.007009148
12/10/2021 09:27,25.44578,8.505205,4.240479,0.1988582,10,1022,0,1,1,1,0.007022963
12/10/2021 09:28,25.48128,8.490676,4.238872,0.1988955,10,1023,0,1,1,1,0.007022963
12/10/2021 09:29,25.47375,8.49495,4.237289,0.1989598,10,1022,0,1,1,1,0.007022963
12/10/2021 09:30,25.18549,8.499436,4.236229,0.1990458,10,1022,0,1,1,1,0.007035324
12/10/2021 09:31,25.49311,8.491744,4.234686,0.1991402,10,1021,0,1,1,1,0.007035324
12/10/2021 09:32,25.48558,8.49495,4.233665,0.1992231,10,1022,0,1,1,1,0.007035324
12/10/2021 09:33,25.49634,8.498582,4.232661,0.19931,10,1021,0,1,1,1,0.007047409
12/10/2021 09:34,25.18011,8.50136,4.231671,0.1993706,10,1024,0,1,1,1,0.007047409
12/10/2021 09:35,25.46837,8.487258,4.230696,0.19942,10,1021,0,1,1,1,0.007047409
12/10/2021 09:36,25.48989,8.493241,4.230235,0.1994721,10,1022,0,1,1,1,0.007057937
12/10/2021 09:37,25.46729,8.495591,4.230782,0.1995129,10,1022,0,1,1,1,0.007057937
12/10/2021 09:38,25.49742,8.497727,4.23082,0.1995597,10,1022,0,1,1,1,0.007057937
12/10/2021 09:39,25.46191,8.496446,4.230358,0.1996318,10,1021,0,1,1,1,0.007065361
12/10/2021 09:40,25.4845,8.501146,4.229402,0.1997239,10,1021,0,1,1,1,0.007065361
12/10/2021 09:41,25.47805,8.49153,4.228461,0.199808,10,1023,0,1,1,1,0.007065361
12/10/2021 09:42,25.49957,8.497087,4.228034,0.1998793,10,1023,0,1,1,1,0.00707216
12/10/2021 09:43,25.4802,8.494096,4.228614,0.1999485,10,1023,0,1,1,1,0.00707216
12/10/2021 09:44,25.20592,8.501787,4.229185,0.2000606,10,1022,0,1,1,1,0.00707216
12/10/2021 09:45,25.50817,8.48619,4.229747,0.2001318,10,1024,0,1,1,1,0.00707682
12/10/2021 09:46,25.4845,8.491745,4.230801,0.2001852,10,1024,0,1,1,1,0.00707682
12/10/2021 09:47,25.49311,8.49495,4.231839,0.2002655,10,1022,0,1,1,1,0.00707682
12/10/2021 09:48,25.50602,8.496232,4.233361,0.2003698,10,1025,0,1,1,1,0.007079762
12/10/2021 09:49,25.36081,8.500077,4.235361,0.2003901,10,1024,0,1,1,1,0.007079762
12/10/2021 09:50,25.49419,8.485763,4.23833,0.2004364,10,1022,0,1,1,1,0.007079762
12/10/2021 09:51,25.5114,8.493669,4.241255,0.2005334,10,1022,0,1,1,1,0.00708335
12/10/2021 09:52,25.51678,8.496018,4.243636,0.200596,10,1022,0,1,1,1,0.00708335
12/10/2021 09:53,25.5071,8.498582,4.245482,0.2006361,10,1023,0,1,1,1,0.00708335
12/10/2021 09:54,25.54045,8.492172,4.247799,0.2007292,10,1021,0,1,1,1,0.007086127
12/10/2021 09:55,25.52431,8.491317,4.250583,0.2008321,10,1022,0,1,1,1,0.007086127
12/10/2021 09:56,25.44686,8.500718,4.253324,0.2009539,10,1023,0,1,1,1,0.007086127
12/10/2021 09:57,25.49419,8.497087,4.257024,0.2010743,10,1023,0,1,1,1,0.007086313
12/10/2021 09:58,25.18441,8.498368,4.260669,0.2012017,10,1023,0,1,1,1,0.007086313
12/10/2021 09:59,25.48451,8.488967,4.265259,0.2013362,10,1023,0,1,1,1,0.007086313
12/10/2021 10:00,25.45976,8.502642,4.27028,0.2014668,10,1022,0,1,1,1,0.007085465
12/10/2021 10:01,25.47913,8.497514,4.276226,0.2015438,10,1021,0,1,1,1,0.007085465
12/10/2021 10:02,25.45869,8.490249,4.284082,0.2016523,10,1022,0,1,1,1,0.007085465
12/10/2021 10:03,25.45331,8.494523,4.293821,0.2017744,10,1023,0,1,1,1,0.007085864
12/10/2021 10:04,25.4006,8.499436,4.305414,0.2019758,10,1023,0,1,1,1,0.007085864
12/10/2021 10:05,25.42104,8.490462,4.317832,0.2021536,10,1022,0,1,1,1,0.007085864
12/10/2021 10:06,25.40705,8.495591,4.331565,0.202345,10,1022,0,1,1,1,0.007087332
12/10/2021 10:07,25.39414,8.499223,4.346092,0.2025926,10,1022,0,1,1,1,0.007087332
12/10/2021 10:08,25.13281,8.502001,4.362401,0.2027988,10,1023,0,1,1,1,0.007087332
12/10/2021 10:09,25.34466,8.494309,4.379964,0.2028606,10,1022,0,1,1,1,0.007090173
12/10/2021 10:10,25.32638,8.500291,4.398765,0.202934,10,1022,0,1,1,1,0.007090173
12/10/2021 10:11,25.33283,8.494737,4.418784,0.2030473,10,1021,0,1,1,1,0.007090173
12/10/2021 10:12,25.05001,8.501787,4.438502,0.2031575,10,1022,0,1,1,1,0.007093058
12/10/2021 10:13,25.28766,8.496873,4.458424,0.203313,10,1022,0,1,1,1,0.007093058
12/10/2021 10:14,25.30379,8.496018,4.479048,0.203512,10,1022,0,1,1,1,0.007093058
12/10/2021 10:15,25.26615,8.499223,4.500362,0.2037261,10,1022,0,1,1,1,0.007094197
12/10/2021 10:16,25.25432,8.499009,4.521357,0.2038797,10,1022,0,1,1,1,0.007094197
12/10/2021 10:17,25.24464,8.492386,4.542536,0.2039713,10,1023,0,1,1,1,0.007094197
12/10/2021 10:18,25.22205,8.500077,4.563899,0.2040281,10,1023,0,1,1,1,0.0070944
12/10/2021 10:19,25.20915,8.493241,4.58494,0.204132,10,1022,0,1,1,1,0.0070944
12/10/2021 10:20,25.19194,8.495164,4.606166,0.2042172,10,1021,0,1,1,1,0.0070944
12/10/2021 10:21,25.16291,8.497087,4.627073,0.2043035,10,1023,0,1,1,1,0.007093824
12/10/2021 10:22,25.16183,8.502428,4.648167,0.2044183,10,1023,0,1,1,1,0.007093824
12/10/2021 10:23,25.10914,8.491744,4.669945,0.204556,10,1023,0,1,1,1,0.007093824
12/10/2021 10:24,25.10807,8.498155,4.691895,0.2046747,10,1022,0,1,1,1,0.007093842
12/10/2021 10:25,24.96722,8.500291,4.713517,0.2048362,10,1023,0,1,1,1,0.007093842
12/10/2021 10:26,25.05538,8.494309,4.736314,0.2050267,10,1023,0,1,1,1,0.007093842
12/10/2021 10:27,25.06291,8.498368,4.75927,0.2052868,10,1022,0,1,1,1,0.007094969
12/10/2021 10:28,24.99517,8.497941,4.782381,0.2055379,10,1023,0,1,1,1,0.007094969
12/10/2021 10:29,25.0371,8.498796,4.804645,0.2057417,10,1024,0,1,1,1,0.007094969
12/10/2021 10:30,24.9468,8.493882,4.825575,0.2058592,10,1023,0,1,1,1,0.007097529
12/10/2021 10:31,25.0285,8.489394,4.846192,0.2058961,10,1023,0,1,1,1,0.007097529
12/10/2021 10:32,24.98335,8.495805,4.865499,0.2058101,10,1021,0,1,1,1,0.007097529
12/10/2021 10:33,24.97367,8.495591,4.882516,0.2057537,10,1023,0,1,1,1,0.007094756
12/10/2021 10:34,24.98119,8.500291,4.897279,0.2056902,10,1023,0,1,1,1,0.007094756
12/10/2021 10:35,24.95539,8.495591,4.91132,0.2056528,10,1022,0,1,1,1,0.007094756
12/10/2021 10:36,24.94357,8.495591,4.92265,0.2056455,10,1021,0,1,1,1,0.007086167
12/10/2021 10:37,24.95647,8.499436,4.93181,0.2056651,10,1023,0,1,1,1,0.007086167
12/10/2021 10:38,24.63938,8.50136,4.938833,0.2056965,10,1021,0,1,1,1,0.007086167
12/10/2021 10:39,24.87584,8.489608,4.944251,0.2057288,10,1022,0,1,1,1,0.007077668
12/10/2021 10:40,24.89519,8.49153,4.948587,0.2057862,10,1025,0,1,1,1,0.007077668
12/10/2021 10:41,24.86402,8.498155,4.950858,0.2058335,10,1022,0,1,1,1,0.007077668
12/10/2021 10:42,24.91239,8.495805,4.952095,0.2058856,10,1022,0,1,1,1,0.007067002
12/10/2021 10:43,24.90272,8.498155,4.951814,0.2058256,10,1023,0,1,1,1,0.007067002
12/10/2021 10:44,24.59317,8.497941,4.949537,0.2057858,10,1023,0,1,1,1,0.007067002
12/10/2021 10:45,24.86402,8.493241,4.945794,0.2057223,10,1022,0,1,1,1,0.007051962
12/10/2021 10:46,24.83069,8.496232,4.941607,0.2057177,10,1024,0,1,1,1,0.007051962
12/10/2021 10:47,24.83822,8.496446,4.936482,0.2057091,10,1024,0,1,1,1,0.007051962
12/10/2021 10:48,24.84682,8.497941,4.930435,0.2057523,10,1025,0,1,1,1,0.007034645
12/10/2021 10:49,24.88122,8.495164,4.923979,0.20585,10,1022,0,1,1,1,0.007034645
12/10/2021 10:50,24.85542,8.492813,4.916619,0.2059476,10,1022,0,1,1,1,0.007034645
12/10/2021 10:51,24.87154,8.497087,4.90887,0.2060566,10,1022,0,1,1,1,0.007013145
12/10/2021 10:52,24.86832,8.492813,4.900737,0.2062227,10,1022,0,1,1,1,0.007013145
12/10/2021 10:53,24.86187,8.493882,4.892226,0.206377,10,1023,0,1,1,1,0.007013145
12/10/2021 10:54,24.85757,8.497727,4.883842,0.2064806,10,1022,0,1,1,1,0.006991776
12/10/2021 10:55,24.69098,8.502428,4.874585,0.2065708,10,1023,0,1,1,1,0.006991776
12/10/2021 10:56,24.84467,8.493669,4.864466,0.2067103,10,1023,0,1,1,1,0.006991776
12/10/2021 10:57,24.86939,8.495805,4.853999,0.2068348,10,1022,0,1,1,1,0.006970354
12/10/2021 10:58,24.84359,8.496232,4.843189,0.2069359,10,1024,0,1,1,1,0.006970354
12/10/2021 10:59,24.87369,8.500718,4.832041,0.2070502,10,1021,0,1,1,1,0.006970354
12/10/2021 11:00,24.87799,8.48854,4.821561,0.2072272,10,1022,0,1,1,1,0.006948322
12/10/2021 11:01,24.85972,8.493455,4.810738,0.2072353,10,1022,0,1,1,1,0.006948322
12/10/2021 11:02,24.86079,8.495378,4.799576,0.2072018,10,1022,0,1,1,1,0.006948322
12/10/2021 11:03,24.88659,8.498155,4.788583,0.2072138,10,1022,0,1,1,1,0.006924508
12/10/2021 11:04,24.89412,8.501574,4.777754,0.207215,10,1023,0,1,1,1,0.006924508
12/10/2021 11:05,24.88337,8.496018,4.767088,0.2071739,10,1022,0,1,1,1,0.006924508
12/10/2021 11:06,24.85434,8.49965,4.756581,0.2072661,10,1022,0,1,1,1,0.00690041
12/10/2021 11:07,24.68452,8.504992,4.746233,0.2074755,10,1024,0,1,1,1,0.00690041
12/10/2021 11:08,24.86939,8.492386,4.737039,0.2076518,10,1022,0,1,1,1,0.00690041
12/10/2021 11:09,24.71569,8.50136,4.728484,0.207822,10,1023,0,1,1,1,0.006876545
12/10/2021 11:10,24.87262,8.496018,4.719556,0.2080243,10,1023,0,1,1,1,0.006876545
12/10/2021 11:11,24.82747,8.498582,4.711263,0.2081926,10,1022,0,1,1,1,0.006876545
12/10/2021 11:12,24.90917,8.492813,4.704094,0.2082061,10,1023,0,1,1,1,0.0068502
12/10/2021 11:13,24.87799,8.49495,4.698033,0.2082347,10,1022,0,1,1,1,0.0068502
12/10/2021 11:14,24.91884,8.497087,4.693062,0.2082741,10,1021,0,1,1,1,0.0068502
12/10/2021 11:15,24.90594,8.494096,4.688167,0.2083624,10,1021,0,1,1,1,0.006822076
12/10/2021 11:16,24.88229,8.497727,4.683844,0.2084694,10,1022,0,1,1,1,0.006822076
12/10/2021 11:17,24.89949,8.497727,4.680087,0.2086191,10,1023,0,1,1,1,0.006822076
12/10/2021 11:18,24.8221,8.496873,4.675885,0.2087492,10,1021,0,1,1,1,0.006796662
12/10/2021 11:19,24.89412,8.486403,4.672747,0.2088821,10,1022,0,1,1,1,0.006796662
12/10/2021 11:20,24.91132,8.493455,4.669656,0.208985,10,1022,0,1,1,1,0.006796662
12/10/2021 11:21,24.91884,8.49965,4.666611,0.2090371,10,1023,0,1,1,1,0.00677167
12/10/2021 11:22,24.90594,8.494309,4.663112,0.2091164,10,1023,0,1,1,1,0.00677167
12/10/2021 11:23,24.91132,8.49495,4.659665,0.2092526,10,1021,0,1,1,1,0.00677167
12/10/2021 11:24,24.90164,8.495805,4.65627,0.2094872,10,1022,0,1,1,1,0.006744333
12/10/2021 11:25,24.90487,8.497727,4.653926,0.2096861,10,1022,0,1,1,1,0.006744333
12/10/2021 11:26,24.66195,8.501574,4.651117,0.2098164,10,1025,0,1,1,1,0.006744333
12/10/2021 11:27,24.92744,8.483412,4.648351,0.2099772,10,1023,0,1,1,1,0.006717791
12/10/2021 11:28,24.88445,8.490462,4.646125,0.2101585,10,1021,0,1,1,1,0.006717791
12/10/2021 11:29,24.90379,8.497727,4.643434,0.210255,10,1022,0,1,1,1,0.006717791
12/10/2021 11:30,24.92314,8.500291,4.640282,0.2103664,10,1022,0,1,1,1,0.006691341
12/10/2021 11:31,24.93819,8.491744,4.637178,0.2105727,10,1022,0,1,1,1,0.006691341
12/10/2021 11:32,24.91669,8.496232,4.63412,0.2107178,10,1022,0,1,1,1,0.006691341
12/10/2021 11:33,24.63938,8.499436,4.630609,0.2108494,10,1023,0,1,1,1,0.006664595
12/10/2021 11:34,24.89734,8.495805,4.62715,0.2109823,10,1021,0,1,1,1,0.006664595
12/10/2021 11:35,24.91132,8.501574,4.623242,0.2110338,10,1021,0,1,1,1,0.006664595
12/10/2021 11:36,24.91239,8.49153,4.620394,0.2111007,10,1023,0,1,1,1,0.006636138
12/10/2021 11:37,24.92314,8.494737,4.618588,0.2112235,10,1022,0,1,1,1,0.006636138
12/10/2021 11:38,24.96507,8.495378,4.616309,0.2113924,10,1022,0,1,1,1,0.006636138
12/10/2021 11:39,24.93067,8.498155,4.613564,0.2116326,10,1022,0,1,1,1,0.006609662
12/10/2021 11:40,24.71892,8.498368,4.610861,0.211872,10,1022,0,1,1,1,0.006609662
12/10/2021 11:41,24.96507,8.490462,4.608698,0.2120698,10,1024,0,1,1,1,0.006609662
12/10/2021 11:42,24.95432,8.494737,4.606568,0.2122219,10,1023,0,1,1,1,0.006585632
12/10/2021 11:43,24.95324,8.499009,4.60447,0.2122908,10,1023,0,1,1,1,0.006585632
12/10/2021 11:44,24.93389,8.492172,4.601902,0.2123037,10,1023,0,1,1,1,0.006585632
12/10/2021 11:45,24.96614,8.490249,4.600374,0.2123724,10,1022,0,1,1,1,0.00656031
12/10/2021 11:46,24.92959,8.491103,4.598868,0.2124832,10,1021,0,1,1,1,0.00656031
12/10/2021 11:47,24.94787,8.497514,4.596886,0.2125652,10,1022,0,1,1,1,0.00656031
12/10/2021 11:48,24.9726,8.501787,4.595432,0.2126847,10,1023,0,1,1,1,0.006530548
12/10/2021 11:49,24.96077,8.498796,4.594001,0.2128761,10,1023,0,1,1,1,0.006530548
12/10/2021 11:50,24.70171,8.499436,4.593091,0.2130822,10,1022,0,1,1,1,0.006530548
12/10/2021 11:51,24.96722,8.495591,4.592195,0.2133486,10,1022,0,1,1,1,0.006499722
12/10/2021 11:52,25.00807,8.496018,4.591812,0.2135513,10,1023,0,1,1,1,0.006499722
12/10/2021 11:53,24.95754,8.500718,4.590935,0.2137184,10,1022,0,1,1,1,0.006499722
12/10/2021 11:54,24.96077,8.494309,4.590071,0.2139105,10,1024,0,1,1,1,0.006473323
12/10/2021 11:55,24.97582,8.496232,4.58822,0.2141183,10,1021,0,1,1,1,0.006473323
12/10/2021 11:56,24.91455,8.503496,4.585896,0.2142534,10,1025,0,1,1,1,0.006473323
12/10/2021 11:57,24.95754,8.487044,4.583108,0.214509,10,1024,0,1,1,1,0.006450549
12/10/2021 11:58,24.98335,8.493028,4.579862,0.2148679,10,1023,0,1,1,1,0.006450549
12/10/2021 11:59,24.98549,8.495164,4.576664,0.2150571,10,1024,0,1,1,1,0.006450549
12/10/2021 12:00,24.87155,8.501146,4.573514,0.2152343,10,1023,0,1,1,1,0.006430093
12/10/2021 12:01,25.00377,8.489181,4.570411,0.2154692,10,1023,0,1,1,1,0.006430093
12/10/2021 12:02,24.96937,8.493241,4.567355,0.2157163,10,1022,0,1,1,1,0.006430093
12/10/2021 12:03,24.97044,8.49495,4.565345,0.215749,10,1024,0,1,1,1,0.006409961
12/10/2021 12:04,24.99625,8.499864,4.563365,0.2159526,10,1024,0,1,1,1,0.006409961
12/10/2021 12:05,24.80276,8.502855,4.561414,0.2161465,10,1023,0,1,1,1,0.006409961
12/10/2021 12:06,24.98012,8.490249,4.559993,0.2163536,10,1022,0,1,1,1,0.006391969
12/10/2021 12:07,24.97905,8.498582,4.558593,0.2164485,10,1023,0,1,1,1,0.006391969
12/10/2021 12:08,24.89628,8.500077,4.557214,0.2166917,10,1021,0,1,1,1,0.006391969
12/10/2021 12:09,25.00592,8.493455,4.556856,0.216827,10,1022,0,1,1,1,0.006378884
12/10/2021 12:10,24.9855,8.49495,4.557503,0.2170207,10,1023,0,1,1,1,0.006378884
12/10/2021 12:11,25.00485,8.4973,4.557641,0.2171573,10,1022,0,1,1,1,0.006378884
12/10/2021 12:12,25.0156,8.498796,4.557276,0.2173493,10,1024,0,1,1,1,0.006365375
12/10/2021 12:13,24.98872,8.497087,4.556417,0.2175321,10,1022,0,1,1,1,0.006365375
12/10/2021 12:14,25.00055,8.493669,4.556571,0.2177083,10,1023,0,1,1,1,0.006365375
12/10/2021 12:15,25.01022,8.496659,4.556722,0.2177753,10,1021,0,1,1,1,0.006352678
12/10/2021 12:16,25.01237,8.495164,4.556372,0.2178051,10,1023,0,1,1,1,0.006352678
12/10/2021 12:17,25.03388,8.501787,4.556026,0.2178883,10,1021,0,1,1,1,0.006352678
12/10/2021 12:18,25.03388,8.488326,4.556186,0.217957,10,1024,0,1,1,1,0.006341031
12/10/2021 12:19,24.99947,8.496018,4.555843,0.2180255,10,1023,0,1,1,1,0.006341031
12/10/2021 12:20,25.0328,8.497941,4.555005,0.2182191,10,1023,0,1,1,1,0.006341031
12/10/2021 12:21,24.90596,8.49965,4.55418,0.2184614,10,1024,0,1,1,1,0.006331804
12/10/2021 12:22,25.03495,8.487044,4.553867,0.2186019,10,1023,0,1,1,1,0.006331804
12/10/2021 12:23,25.04248,8.495164,4.554559,0.2187843,10,1022,0,1,1,1,0.006331804
12/10/2021 12:24,25.04785,8.495805,4.554741,0.2190177,10,1021,0,1,1,1,0.006323846
12/10/2021 12:25,24.79093,8.501787,4.55542,0.2191953,10,1024,0,1,1,1,0.006323846
12/10/2021 12:26,25.01452,8.497087,4.557589,0.2194165,10,1023,0,1,1,1,0.006323846
12/10/2021 12:27,25.05,8.496018,4.560725,0.2197291,10,1023,0,1,1,1,0.006319374
12/10/2021 12:28,25.03925,8.50136,4.563814,0.2199873,10,1023,0,1,1,1,0.006319374
12/10/2021 12:29,25.04248,8.495164,4.567357,0.2201012,10,1022,0,1,1,1,0.006319374
